sample	heldout	roleA	roleB	training	mean_wup	max_wup	row_overlap	unique_overlap	f1	role_min_f1
794	15|35|96|103	15|103	35|96	120|33|7|128|126|83|47|71|127|82|3|114|142|45|134|88|104|53|110|123	0.246027	0.75	0.988744	0.968455	0.996069	0.995796
795	15|48|70|71	15|48	70|71	4|7|121|138|81|11|123|35|40|134|73|83|21|109|82|129|136|119|77|116	0.264124	0.615385	0.97659	0.938862	0.991455	0.989003
796	55|70|103|126	55|126	70|103	4|129|105|7|95|81|42|77|130|107|128|82|117|54|96|33|106|132|75|0	0.237643	0.666667	0.973989	0.935957	0.988429	0.985956
797	31|35|96|126	31|35	96|126	63|136|107|82|42|79|48|125|22|103|121|120|88|15|28|73|105|134|138|127	0.24877	0.75	0.961566	0.90434	0.983713	0.976562
798	15|47|54|70	15|70	47|54	108|107|127|138|42|63|142|1|96|79|48|5|55|22|35|4|7|81|21|113	0.260905	0.8	0.95221	0.901635	0.980828	0.97541
799	35|54|110|125	35|125	54|110	11|143|70|107|139|53|126|83|103|48|32|120|114|121|105|79|33|28|1|0	0.265861	0.75	0.982743	0.950128	0.993322	0.987352
800	15|31|54|70	15|31	54|70	116|63|73|121|55|49|7|106|75|128|53|126|1|113|129|28|40|138|12|120	0.247752	0.6	0.959204	0.908667	0.984026	0.974516
801	35|48|96|103	35|103	48|96	128|55|107|40|121|132|32|22|113|45|49|129|116|73|77|1|75|139|81|83	0.261505	0.75	0.949586	0.880168	0.978867	0.974166
802	48|54|103|125	48|103	54|125	106|79|42|40|0|33|3|83|128|35|138|130|12|113|71|22|1|95|11|77	0.256103	0.727273	0.942375	0.863097	0.974024	0.967301
803	48|54|109|125	48|125	54|109	114|88|107|47|33|138|120|106|105|58|0|103|126|121|55|1|104|139|95|53	0.237786	0.666667	0.987434	0.970726	0.995445	0.992921
804	47|70|96|126	47|126	70|96	95|110|134|106|7|77|73|21|88|32|123|40|11|142|83|48|139|33|0|79	0.231111	0.666667	0.884893	0.816137	0.947614	0.943829
805	15|71|110|125	15|71	110|125	42|11|79|31|136|139|106|22|3|138|5|132|73|63|4|126|49|109|33|82	0.259903	0.875	0.986162	0.961189	0.995218	0.994649
806	31|47|48|55	31|48	47|55	79|113|136|63|35|125|83|108|54|1|81|70|42|116|11|106|129|15|120|45	0.253329	0.8	0.981349	0.948451	0.992924	0.989895
807	15|35|71|96	15|71	35|96	70|143|32|142|130|1|54|105|49|141|83|22|103|139|127|47|12|88|45|117	0.251753	0.666667	0.991448	0.976668	0.996847	0.996439
808	15|48|54|96	15|54	48|96	70|5|130|114|45|58|71|77|95|83|132|125|106|7|117|138|12|120|35|105	0.255709	0.666667	0.971255	0.929795	0.988571	0.986548
809	15|35|48|54	15|35	48|54	33|63|53|11|121|113|75|109|88|32|106|134|114|79|28|5|117|107|77|110	0.293434	0.75	0.974756	0.930623	0.989443	0.985582
810	35|70|96|125	35|96	70|125	95|139|55|128|12|114|120|106|49|138|47|129|21|109|134|105|48|77|136|73	0.2417	0.875	0.988134	0.966867	0.995256	0.994351
811	15|70|109|125	15|70	109|125	47|49|75|139|88|79|120|141|58|126|132|123|45|129|127|81|63|142|136|7	0.258277	0.875	0.986083	0.95885	0.994696	0.993119
812	31|48|55|103	31|48	55|103	132|121|107|104|3|127|106|58|49|129|114|105|79|47|82|77|120|32|11|1	0.248784	0.727273	0.978521	0.941975	0.991195	0.987853
813	35|48|70|109	35|70	48|109	107|130|128|5|71|106|110|15|120|143|114|54|108|127|117|12|96|104|95|58	0.276956	0.75	0.988741	0.966561	0.995352	0.993558
814	47|55|103|110	47|103	55|110	130|4|106|141|40|32|49|3|33|28|114|5|120|132|119|139|48|113|82|77	0.229944	0.533333	0.915777	0.812974	0.962146	0.953093
815	35|54|96|110	35|54	96|110	116|63|88|106|109|142|82|77|119|53|121|32|79|104|40|5|114|123|58|139	0.260945	0.75	0.97138	0.93	0.988671	0.985875
816	47|54|70|126	47|54	70|126	141|116|142|1|132|55|7|45|31|120|113|117|77|119|49|109|88|125|48|32	0.238195	0.666667	0.95483	0.896472	0.981968	0.979414
817	15|71|125|126	15|125	71|126	88|120|55|129|4|0|117|123|21|96|119|81|121|31|79|53|103|12|3|75	0.239577	0.571429	0.980213	0.946233	0.992506	0.988537
818	48|54|103|109	48|54	103|109	104|83|70|121|55|73|53|95|1|107|22|114|120|45|113|108|77|88|71|4	0.263229	0.666667	0.970279	0.930965	0.98816	0.987211
819	70|71|125|126	70|125	71|126	142|4|106|33|114|129|21|130|141|77|0|119|127|109|95|47|22|107|15|110	0.256758	0.666667	0.983295	0.952912	0.992691	0.991764
820	31|35|70|109	31|70	35|109	143|0|40|125|88|114|53|77|142|103|47|82|32|119|107|54|3|12|108|106	0.26293	0.666667	0.991421	0.974742	0.996207	0.994049
821	48|54|71|125	48|71	54|125	141|95|12|123|110|136|55|49|119|81|138|120|107|32|142|4|22|114|15|53	0.247054	0.875	0.96102	0.889082	0.984076	0.973176
822	31|35|103|110	31|35	103|110	134|79|0|33|71|117|96|121|143|3|82|1|129|116|120|58|53|21|47|142	0.271576	0.75	0.983527	0.957299	0.993152	0.991468
823	55|103|109|110	55|110	103|109	108|75|35|107|48|47|125|116|40|28|143|120|138|58|7|4|42|123|82|11	0.253329	0.727273	0.975551	0.939317	0.989546	0.98744
824	55|70|109|126	55|70	109|126	116|0|5|105|1|123|139|128|142|108|106|42|54|114|132|75|88|119|3|28	0.260964	0.666667	0.964525	0.912892	0.98441	0.981785
825	54|71|125|126	54|125	71|126	1|53|121|119|129|141|83|21|35|40|63|105|22|33|107|132|11|5|109|104	0.248061	0.666667	0.963003	0.902689	0.984628	0.981631
826	54|70|71|96	54|96	70|71	11|77|107|134|4|1|45|32|116|103|113|22|79|104|109|138|28|88|81|12	0.246394	0.6	0.967086	0.924855	0.986822	0.98639
827	31|47|48|55	31|55	47|48	21|12|75|70|141|82|114|125|121|40|139|4|106|143|104|138|96|58|134|11	0.229775	0.666667	0.972023	0.92528	0.988909	0.988533
828	35|71|103|125	35|103	71|125	106|136|139|22|107|63|12|15|0|53|49|4|73|120|28|79|88|1|126|7	0.251881	0.875	0.990311	0.970512	0.996853	0.996505
829	15|55|70|126	15|55	70|126	31|71|7|79|136|113|0|77|114|48|81|82|130|21|63|120|3|1|105|12	0.246452	0.615385	0.967066	0.917599	0.986282	0.980275
830	15|31|103|110	15|31	103|110	96|47|21|106|63|42|7|136|73|128|71|3|28|48|55|129|81|113|54|82	0.247526	0.571429	0.989783	0.972289	0.995853	0.995228
831	31|48|54|126	31|54	48|126	0|79|40|128|7|35|82|143|119|88|141|105|4|32|21|123|22|121|33|45	0.256413	0.727273	0.914083	0.831094	0.96185	0.955889
832	35|70|109|110	35|70	109|110	21|117|31|83|120|114|47|28|48|116|77|128|96|3|81|130|55|54|139|73	0.263972	0.75	0.990133	0.972144	0.996145	0.995189
833	47|48|70|126	47|48	70|126	71|119|113|79|141|117|108|4|21|32|138|53|55|75|11|139|105|49|129|132	0.258424	0.727273	0.920213	0.84701	0.9653	0.960676
834	96|103|109|126	96|109	103|126	35|79|31|130|143|5|106|127|55|138|113|107|0|77|139|7|47|83|58|121	0.237776	0.666667	0.979067	0.947338	0.991485	0.990465
835	15|54|71|103	15|54	71|103	47|120|42|58|136|96|82|0|138|7|31|142|129|117|125|88|35|81|3|123	0.250672	0.5	0.991668	0.975959	0.996649	0.995464
836	48|54|109|125	48|54	109|125	53|12|70|132|4|75|21|47|117|116|139|114|71|82|130|88|33|136|134|83	0.252454	0.666667	0.987346	0.972775	0.995735	0.994976
837	70|96|103|109	70|103	96|109	0|83|107|134|12|11|21|3|53|40|129|95|82|15|81|1|127|54|114|45	0.263083	0.666667	0.978217	0.944162	0.991381	0.989682
838	48|70|71|96	48|96	70|71	95|88|15|58|142|77|28|136|132|108|117|121|128|143|0|75|81|42|5|105	0.259718	0.666667	0.947801	0.883973	0.979269	0.979231
839	35|47|70|96	35|47	70|96	71|12|116|128|4|82|141|114|7|88|48|126|32|138|81|107|33|121|54|40	0.230321	0.75	0.971311	0.928365	0.989554	0.989004
840	31|35|103|126	31|103	35|126	53|3|107|104|116|120|71|129|143|42|81|21|63|125|136|130|132|22|88|55	0.246492	0.75	0.944717	0.891083	0.973718	0.969047
841	71|96|103|126	71|96	103|126	128|4|7|106|21|108|15|83|141|136|117|113|114|134|11|1|73|42|143|132	0.246923	0.615385	0.937937	0.869816	0.972631	0.967728
842	31|55|96|125	31|55	96|125	1|116|130|28|47|83|117|48|33|106|108|105|45|32|119|70|7|63|0|143	0.233293	0.666667	0.984529	0.955742	0.993011	0.989644
843	15|47|54|103	15|103	47|54	127|82|119|21|32|130|109|104|142|28|49|33|96|35|121|75|4|125|63|12	0.236866	0.571429	0.965466	0.909523	0.986339	0.98117
844	54|96|103|109	54|96	103|109	7|45|5|11|4|55|125|128|15|48|88|126|108|104|77|1|79|21|138|63	0.237342	0.6	0.954484	0.91557	0.981765	0.97608
845	15|35|55|103	15|103	35|55	125|138|132|141|32|40|4|129|7|127|45|21|116|119|73|79|110|106|95|123	0.249969	0.727273	0.965001	0.912068	0.984057	0.978262
846	31|71|103|125	31|103	71|125	105|21|109|139|55|1|121|136|28|95|134|58|113|141|12|123|130|4|119|47	0.231225	0.666667	0.987663	0.965517	0.994644	0.99135
847	47|70|110|125	47|70	110|125	82|33|31|35|75|7|132|40|109|96|42|77|138|106|104|134|113|48|53|49	0.260083	0.875	0.967523	0.920805	0.986641	0.980999
848	35|71|103|110	35|103	71|110	114|96|11|33|40|22|119|113|47|121|15|127|31|104|132|106|42|95|136|125	0.262196	0.75	0.991168	0.973652	0.996199	0.994069
849	15|70|125|126	15|70	125|126	0|28|3|82|128|106|138|104|21|11|134|109|71|42|132|120|114|54|103|116	0.260268	0.666667	0.977195	0.939068	0.990794	0.989637
850	48|71|109|125	48|71	109|125	136|81|107|139|11|143|96|83|114|104|35|116|127|47|32|110|132|40|42|103	0.232799	0.727273	0.993082	0.98143	0.997401	0.996869
851	47|54|71|103	47|54	71|103	108|1|79|70|119|136|127|12|28|132|15|126|35|55|110|129|81|58|63|45	0.243419	0.5	0.970253	0.925867	0.989091	0.982349
852	54|71|103|125	54|103	71|125	108|130|116|33|0|1|7|82|127|75|3|95|22|53|113|104|55|48|45|40	0.263266	0.727273	0.956257	0.899914	0.982326	0.968845
853	31|35|96|109	31|35	96|109	42|75|21|110|116|120|128|106|32|82|55|1|130|70|125|22|48|73|3|15	0.26761	0.75	0.98347	0.957553	0.993442	0.990982
854	35|55|70|110	35|110	55|70	104|128|88|126|109|48|77|143|132|138|107|136|129|83|15|11|116|123|113|71	0.259234	0.666667	0.974089	0.937828	0.989	0.985069
855	35|55|96|126	35|96	55|126	31|139|49|45|114|21|108|123|116|109|0|70|75|121|73|11|119|53|22|130	0.260942	0.75	0.981826	0.947282	0.992575	0.989119
856	54|55|71|126	54|55	71|126	11|31|49|53|82|75|88|130|107|123|117|127|28|0|47|113|104|128|21|143	0.249795	0.666667	0.976095	0.938428	0.990041	0.989007
857	47|54|103|109	47|54	103|109	49|96|77|7|82|53|139|1|5|88|143|11|45|119|127|31|123|63|83|4	0.237679	0.666667	0.961201	0.910013	0.985182	0.978485
858	31|71|103|125	31|71	103|125	142|28|114|32|117|105|134|49|21|54|126|15|128|130|70|81|63|75|107|12	0.239343	0.875	0.994644	0.983374	0.998262	0.998102
859	31|48|96|110	31|110	48|96	103|128|0|136|106|40|109|116|79|12|3|45|117|22|49|47|104|143|33|75	0.250209	0.727273	0.984972	0.958099	0.994051	0.991915
860	15|54|55|70	15|54	55|70	42|127|143|142|105|109|53|22|47|104|139|132|73|32|136|35|0|11|40|96	0.257554	0.666667	0.981352	0.955906	0.991588	0.989792
861	31|35|103|110	31|35	103|110	120|95|136|116|108|114|4|104|15|22|33|126|121|123|70|125|127|21|0|139	0.272313	0.75	0.98705	0.962144	0.994938	0.9919
862	15|47|48|54	15|54	47|48	88|22|113|63|82|128|126|138|49|136|33|5|117|142|40|130|81|119|141|55	0.254472	0.666667	0.953521	0.893483	0.982311	0.979001
863	15|47|48|125	15|125	47|48	134|55|141|127|128|82|73|5|104|132|139|83|129|113|42|7|114|95|142|116	0.215409	0.8	0.938734	0.853333	0.974457	0.960248
864	15|31|103|109	15|31	103|109	45|32|141|96|47|42|127|49|110|139|75|55|48|128|63|12|54|129|21|83	0.228866	0.461538	0.992685	0.980288	0.99662	0.996216
865	35|55|125|126	35|126	55|125	79|129|108|70|95|11|139|71|12|134|45|63|88|22|128|113|123|32|104|49	0.255024	0.875	0.977844	0.93289	0.990497	0.987888
866	54|71|109|125	54|109	71|125	47|136|114|132|5|110|129|4|48|128|81|143|45|73|15|0|130|83|138|82	0.261831	0.666667	0.987385	0.971338	0.994961	0.991293
867	31|70|125|126	31|125	70|126	48|119|121|138|63|141|49|114|132|75|15|5|11|79|104|40|123|127|143|88	0.253352	0.875	0.943713	0.886065	0.974858	0.963342
868	48|54|70|109	48|70	54|109	136|73|143|79|81|121|4|95|21|47|141|22|35|105|11|45|116|110|55|129	0.265106	0.727273	0.976713	0.949626	0.990642	0.98851
869	15|31|70|103	15|31	70|103	123|119|0|109|125|83|104|45|58|28|126|130|32|40|11|139|79|48|116|1	0.258786	0.727273	0.975333	0.939021	0.990269	0.987663
870	54|70|96|110	54|70	96|110	105|106|3|117|128|11|28|104|12|33|129|108|95|63|55|107|21|48|22|139	0.252741	0.666667	0.911243	0.851391	0.961457	0.950501
871	35|47|71|96	35|47	71|96	125|126|4|141|45|119|48|128|139|75|110|32|88|55|28|79|117|31|120|107	0.244777	0.75	0.965781	0.917819	0.986986	0.984354
872	15|48|54|103	15|48	54|103	53|128|12|119|5|107|71|40|11|109|138|130|0|49|58|141|55|143|121|132	0.253582	0.615385	0.976169	0.937587	0.990114	0.985017
873	31|47|96|110	31|110	47|96	82|58|75|15|79|130|123|73|45|4|134|40|129|11|21|70|42|28|103|81	0.245133	0.8	0.970655	0.925546	0.989202	0.985775
874	47|54|96|103	47|54	96|103	106|55|48|22|108|79|120|119|138|95|107|121|125|116|126|88|134|4|73|53	0.234936	0.727273	0.940452	0.883165	0.974805	0.965781
875	71|96|103|110	71|103	96|110	121|81|134|125|31|79|127|40|75|107|105|58|22|3|1|130|28|117|45|35	0.242692	0.666667	0.966491	0.909329	0.987287	0.982008
876	48|70|109|125	48|70	109|125	141|0|127|63|82|116|7|47|15|55|126|53|105|121|31|110|73|32|123|54	0.251042	0.727273	0.993587	0.98328	0.997707	0.996915
877	31|35|70|71	31|71	35|70	110|125|75|130|4|142|129|119|49|107|105|3|45|1|7|22|5|0|143|126	0.271255	0.666667	0.974239	0.930765	0.989667	0.986159
878	31|55|109|125	31|125	55|109	142|88|106|21|75|116|143|53|121|127|126|47|79|129|95|40|1|63|71|70	0.232959	0.6	0.986662	0.961057	0.994307	0.990573
879	96|110|125|126	96|125	110|126	82|58|142|35|75|108|117|63|47|4|54|107|73|71|48|31|70|136|40|81	0.237328	0.615385	0.989618	0.969235	0.995759	0.993312
880	15|96|109|125	15|96	109|125	3|22|129|123|141|113|77|70|142|63|47|117|82|132|107|12|4|5|28|83	0.262272	0.666667	0.987122	0.963188	0.995466	0.994598
881	31|35|71|103	31|35	71|103	32|126|96|119|15|88|82|95|127|5|128|110|55|79|49|40|142|143|116|130	0.260451	0.727273	0.993335	0.980025	0.997724	0.997304
882	54|70|103|126	54|103	70|126	33|48|32|4|45|71|120|73|125|109|58|106|3|49|105|79|0|82|7|129	0.2322	0.5	0.955634	0.899484	0.981224	0.976081
883	31|70|96|125	31|96	70|125	142|75|83|95|108|54|15|28|11|110|1|42|58|12|143|71|47|79|105|121	0.230286	0.6	0.98831	0.968303	0.995325	0.995013
884	47|55|70|96	47|70	55|96	132|105|31|103|79|21|81|106|110|129|73|123|22|83|33|75|88|35|114|143	0.231169	0.666667	0.942347	0.880082	0.977756	0.971316
885	47|54|55|125	47|54	55|125	106|110|71|105|33|7|32|123|5|138|141|31|21|136|127|35|139|3|117|107	0.2348	0.666667	0.940959	0.866959	0.974966	0.964467
886	15|54|55|109	15|54	55|109	119|134|127|22|58|103|107|129|82|47|4|125|104|114|42|12|139|138|95|63	0.238831	0.666667	0.975377	0.94116	0.989297	0.987204
887	15|48|109|125	15|109	48|125	128|55|42|32|108|104|0|127|73|136|141|5|130|3|63|105|7|58|35|120	0.255037	0.727273	0.964269	0.90003	0.985094	0.974008
888	31|55|71|126	31|71	55|126	106|125|139|73|114|58|107|117|116|5|28|104|134|95|40|113|75|132|33|79	0.237857	0.666667	0.937972	0.864934	0.973195	0.96795
889	35|47|54|103	35|47	54|103	107|1|121|49|142|73|127|3|138|108|5|128|139|75|96|125|136|106|11|83	0.24159	0.75	0.958481	0.897319	0.983439	0.981881
890	48|55|103|125	48|125	55|103	3|132|32|120|128|110|123|138|81|70|1|82|83|53|0|4|117|107|45|5	0.223822	0.666667	0.984192	0.958723	0.993594	0.991984
891	31|47|109|126	31|47	109|126	79|63|125|130|73|40|108|123|55|119|42|35|32|82|12|96|104|106|75|58	0.236962	0.8	0.960157	0.907388	0.983603	0.980838
892	31|47|48|55	31|48	47|55	108|54|32|107|75|143|132|134|129|42|126|45|0|113|141|128|79|33|81|11	0.249122	0.8	0.975045	0.933871	0.991091	0.987109
893	35|55|70|125	35|55	70|125	32|73|0|116|132|95|141|109|88|54|138|134|103|1|110|77|142|105|136|11	0.234262	0.666667	0.97859	0.947145	0.992396	0.991967
894	35|47|71|103	35|47	71|103	70|75|15|42|142|134|119|139|45|129|130|114|31|117|108|104|5|116|120|121	0.275949	0.8	0.97632	0.933077	0.990696	0.98653
895	48|54|55|110	48|54	55|110	58|3|103|104|53|5|83|47|82|128|116|113|138|32|11|1|88|96|117|136	0.252707	0.666667	0.980161	0.948262	0.991953	0.988893
896	31|35|71|109	31|35	71|109	126|58|12|127|5|3|4|121|95|32|117|55|106|21|88|11|79|75|42|22	0.258785	0.75	0.981116	0.945718	0.992957	0.990425
897	31|54|55|110	31|54	55|110	58|81|105|48|107|123|116|136|139|12|7|120|128|47|88|45|82|73|3|33	0.238195	0.615385	0.978626	0.943059	0.991259	0.990347
898	48|54|96|110	48|96	54|110	12|126|121|116|53|7|120|123|0|28|71|77|139|58|105|138|81|47|136|15	0.250199	0.615385	0.980697	0.948753	0.992911	0.990906
899	55|96|109|126	55|126	96|109	35|113|103|106|0|70|42|105|63|73|136|123|28|48|21|47|138|130|134|11	0.253718	0.666667	0.98299	0.951438	0.99293	0.990377
900	15|35|71|109	15|71	35|109	48|123|21|119|81|126|28|106|134|40|22|49|142|75|120|108|1|33|127|31	0.279242	0.75	0.980609	0.94657	0.992954	0.992212
901	71|109|110|125	71|109	110|125	81|32|142|128|45|113|0|141|143|95|114|35|53|79|1|82|47|55|134|49	0.263613	0.875	0.984453	0.95858	0.993848	0.993613
902	15|70|110|125	15|70	110|125	96|104|47|4|128|49|81|139|106|0|107|33|54|53|32|113|95|121|79|126	0.255986	0.875	0.986209	0.963798	0.9945	0.993088
903	35|47|54|103	35|103	47|54	3|117|11|77|53|114|58|71|125|0|28|109|96|141|132|82|32|55|106|142	0.241122	0.533333	0.975696	0.935389	0.990268	0.985466
904	31|55|71|126	31|71	55|126	142|47|130|58|96|53|107|88|73|0|128|110|3|12|134|113|95|42|5|123	0.243389	0.666667	0.978802	0.946031	0.990731	0.987324
905	47|54|70|126	47|126	54|70	11|21|42|15|121|63|114|45|134|79|119|128|53|110|108|88|138|141|103|55	0.252652	0.8	0.934102	0.873809	0.972124	0.971855
906	31|47|71|125	31|71	47|125	4|83|106|22|48|120|33|12|141|110|142|103|5|108|3|134|75|73|82|55	0.222067	0.666667	0.963599	0.904428	0.98585	0.980617
907	54|55|103|110	54|55	103|110	5|126|77|96|119|130|11|1|63|143|136|127|28|139|109|32|45|71|7|121	0.25524	0.666667	0.977962	0.942896	0.990192	0.98717
908	31|35|47|109	31|109	35|47	53|21|123|40|113|114|134|121|63|138|33|1|7|82|117|15|116|73|49|96	0.252333	0.75	0.963632	0.909949	0.985859	0.983774
909	54|71|109|126	54|71	109|126	63|70|47|96|105|75|104|136|28|7|53|127|141|125|143|113|107|134|31|83	0.259537	0.666667	0.985895	0.961453	0.994381	0.993969
910	47|55|70|109	47|70	55|109	142|110|134|103|21|117|132|28|73|48|104|106|129|4|53|32|125|0|82|95	0.245709	0.666667	0.928793	0.860939	0.968877	0.961297
911	31|35|47|70	31|35	47|70	32|7|63|116|107|79|110|134|120|104|139|126|108|73|105|88|121|113|45|53	0.240855	0.75	0.946506	0.888214	0.97857	0.967409
912	15|35|54|96	15|54	35|96	48|33|109|116|0|108|12|45|47|55|5|104|103|4|120|123|127|114|142|132	0.258575	0.75	0.989341	0.970158	0.995626	0.994446
913	54|55|110|126	54|126	55|110	138|117|132|130|106|48|96|28|95|141|1|45|142|33|75|113|5|107|136|82	0.261159	0.666667	0.954223	0.882679	0.980424	0.979489
914	31|54|55|110	31|54	55|110	96|35|142|47|120|32|139|109|48|82|63|125|130|75|119|5|105|28|58|123	0.25247	0.571429	0.977553	0.940618	0.989901	0.985465
915	31|35|55|125	31|35	55|125	82|108|5|109|1|77|128|120|116|79|71|119|28|48|117|0|4|33|129|105	0.259481	0.75	0.978904	0.936527	0.990415	0.988163
916	15|48|71|103	15|71	48|103	132|125|143|88|53|105|121|107|128|63|22|120|40|75|0|119|33|106|117|5	0.261775	0.666667	0.961353	0.899481	0.983578	0.983364
917	35|70|125|126	35|126	70|125	31|109|55|28|139|142|132|96|77|107|15|0|45|5|123|63|75|113|82|53	0.239284	0.666667	0.978276	0.94121	0.991883	0.990699
918	55|96|103|126	55|126	96|103	45|139|129|141|134|71|42|54|48|35|104|114|28|31|63|70|47|33|5|121	0.231945	0.666667	0.984212	0.954545	0.992966	0.989745
919	31|54|96|125	31|96	54|125	141|75|73|104|63|136|107|21|129|105|142|82|47|70|143|81|126|28|116|117	0.226578	0.666667	0.987962	0.967507	0.995778	0.995616
920	31|47|48|54	31|48	47|54	12|40|120|83|21|58|141|82|75|88|134|73|143|106|119|136|96|70|105|107	0.239971	0.615385	0.970801	0.922006	0.989235	0.985123
921	54|70|109|110	54|70	109|110	32|3|83|119|5|123|103|79|113|47|73|75|42|77|134|121|1|105|126|11	0.263367	0.666667	0.980071	0.95136	0.991722	0.990436
922	48|71|110|125	48|71	110|125	45|96|105|134|79|47|107|132|70|75|129|141|49|113|142|12|4|143|126|42	0.251812	0.875	0.990441	0.972069	0.996435	0.995527
923	47|70|109|125	47|70	109|125	12|48|105|113|83|139|136|63|120|73|132|49|71|3|141|126|106|21|28|119	0.250582	0.875	0.945068	0.885752	0.977007	0.966281
924	31|47|103|125	31|47	103|125	35|130|128|105|123|120|121|15|63|129|139|54|4|136|53|138|71|126|11|40	0.219191	0.6	0.975327	0.934018	0.991149	0.986365
925	35|54|70|126	35|126	54|70	130|71|113|53|106|73|110|121|42|127|116|31|63|95|143|55|139|3|105|0	0.27019	0.75	0.952844	0.8987	0.979544	0.971507
926	15|70|103|125	15|70	103|125	79|21|54|83|22|114|31|141|142|104|126|4|75|109|123|95|1|77|105|55	0.238939	0.571429	0.988663	0.967943	0.995987	0.994671
927	48|55|71|110	48|55	71|110	12|3|40|42|58|104|113|96|134|142|63|33|143|127|15|35|119|7|136|114	0.262108	0.727273	0.974929	0.93523	0.990041	0.988738
928	47|48|96|103	47|48	96|103	88|5|33|105|125|55|7|1|49|45|116|129|0|113|32|54|120|28|123|117	0.250598	0.727273	0.969952	0.920652	0.98864	0.986031
929	54|110|125|126	54|125	110|126	55|15|127|48|136|106|22|12|81|73|47|143|31|129|142|103|108|42|88|77	0.233452	0.615385	0.982363	0.951206	0.992909	0.99138
930	48|54|96|110	48|54	96|110	107|105|47|132|79|77|136|21|81|108|75|53|139|106|123|40|128|109|42|95	0.254645	0.727273	0.983317	0.954234	0.993272	0.992095
931	15|55|70|109	15|55	70|109	5|54|138|42|96|49|47|12|77|1|0|143|142|33|58|107|123|95|141|4	0.23648	0.615385	0.981254	0.954279	0.99195	0.989581
932	54|70|71|103	54|71	70|103	3|120|55|117|0|58|5|132|104|7|95|53|73|42|123|141|48|81|82|119	0.26458	0.666667	0.936364	0.883124	0.972341	0.967848
933	54|96|109|125	54|96	109|125	0|1|15|130|21|73|88|143|119|116|123|12|129|70|103|28|142|82|127|4	0.25577	0.666667	0.9784	0.952857	0.99219	0.990351
934	31|103|110|125	31|103	110|125	33|21|70|81|3|22|11|130|128|126|113|138|15|142|75|95|55|121|82|139	0.238233	0.666667	0.988686	0.968206	0.995795	0.99432
935	47|54|55|71	47|71	54|55	119|141|7|132|75|21|70|105|123|31|53|121|35|107|73|63|1|136|125|15	0.250598	0.5	0.963169	0.908262	0.986141	0.984017
936	31|48|54|110	31|48	54|110	139|136|83|79|35|42|142|119|108|107|132|32|22|125|95|75|82|5|128|138	0.261211	0.727273	0.943369	0.868008	0.975926	0.969606
937	47|109|110|126	47|110	109|126	128|142|1|70|4|113|73|104|54|88|103|48|31|136|107|42|58|123|5|77	0.244082	0.8	0.973357	0.929651	0.989882	0.9866
938	47|54|109|125	47|109	54|125	35|95|3|110|33|32|82|108|136|128|55|105|139|106|22|12|83|120|121|5	0.243358	0.666667	0.908554	0.842345	0.960751	0.949042
939	31|47|54|55	31|54	47|55	82|125|4|103|110|32|132|116|3|33|12|48|0|127|42|105|143|134|5|21	0.239396	0.8	0.932465	0.858136	0.970673	0.965266
940	15|31|55|110	15|55	31|110	4|3|58|143|82|12|54|95|53|21|130|120|107|103|48|104|139|63|129|108	0.256151	0.615385	0.97322	0.933037	0.988532	0.985229
941	48|55|96|110	48|55	96|110	40|1|134|49|117|116|109|42|127|132|125|139|77|106|120|33|4|136|81|107	0.258175	0.727273	0.968727	0.915789	0.98699	0.981853
942	35|96|103|109	35|103	96|109	45|53|12|138|81|33|141|95|143|123|116|79|108|121|70|130|7|82|11|4	0.253836	0.75	0.976665	0.941281	0.990792	0.988232
943	47|70|110|126	47|70	110|126	54|143|129|109|88|132|79|128|12|107|104|121|63|108|95|0|114|119|15|96	0.254951	0.666667	0.962289	0.909114	0.98511	0.983568
944	15|31|47|55	15|47	31|55	119|4|106|22|1|63|141|125|70|130|142|96|134|88|113|53|54|71|123|49	0.231167	0.5	0.97013	0.924563	0.987878	0.986089
945	71|96|109|110	71|109	96|110	40|141|123|105|31|15|3|55|28|113|114|58|136|5|116|119|53|33|81|11	0.261629	0.666667	0.963187	0.910914	0.98568	0.983416
946	31|48|70|109	31|48	70|109	117|4|125|32|141|58|7|1|134|130|129|136|28|127|132|123|11|128|71|107	0.265519	0.727273	0.924361	0.857103	0.965847	0.954306
947	15|47|55|126	15|126	47|55	141|63|11|107|32|114|71|49|106|82|79|58|77|54|12|53|121|5|4|119	0.228703	0.666667	0.956333	0.897303	0.981399	0.976968
948	96|109|125|126	96|126	109|125	73|130|142|103|136|32|71|28|77|141|132|3|7|1|40|110|54|81|105|114	0.226355	0.6	0.980997	0.946878	0.99221	0.989168
949	54|55|96|103	54|55	96|103	106|143|48|119|3|132|142|42|71|1|116|79|22|21|77|53|128|58|28|31	0.224642	0.727273	0.943106	0.87362	0.974561	0.968272
950	54|55|96|103	54|55	96|103	5|4|21|120|70|79|143|138|129|83|104|40|121|109|75|45|63|107|125|82	0.238038	0.666667	0.972719	0.927428	0.98856	0.985096
951	31|48|70|96	31|48	70|96	63|129|83|35|73|117|15|33|77|136|134|142|105|71|121|130|40|114|79|75	0.256233	0.727273	0.933663	0.867574	0.971696	0.960599
952	15|48|54|110	15|48	54|110	47|12|129|77|32|128|75|7|143|83|132|31|71|79|120|117|96|81|1|70	0.264367	0.727273	0.986502	0.961949	0.994338	0.991594
